season,conf,w,l,wl,w_conf,l_conf,wl_conf,srs,sos,pts,pts_vs,ap_pre,ap_high,ap_final,ncaa_tournament,seed,coaches,seeded,year,is_ap_pre,is_ap_high,is_ap_final,pts_diff,school,pts_total
2003-04,ACC,19,14,0.576,6,10,0.375,14.46,8.3,71.5,65.1,30,30,30,0,20,Leonard Hamilton,FALSE,2004,FALSE,FALSE,FALSE,6.4,florida-state,136.6
2002-03,ACC,14,15,0.483,4,12,0.25,9,7.75,68.1,66.6,30,30,30,0,20,Leonard Hamilton,FALSE,2003,FALSE,FALSE,FALSE,1.5,florida-state,134.7
2001-02,ACC,12,17,0.414,4,12,0.25,4.28,9.13,71.8,74,30,30,30,0,20,Steve Robinson,FALSE,2002,FALSE,FALSE,FALSE,-2.2,florida-state,145.8
2000-01,ACC,9,21,0.3,4,12,0.25,3.2,10.99,69.5,76.3,30,30,30,0,20,Steve Robinson,FALSE,2001,FALSE,FALSE,FALSE,-6.8,florida-state,145.8
2015-16,A-10,17,14,0.548,8,10,0.444,1.87,-0.09,71.2,68.6,30,30,30,0,20,Jeff Neubauer,FALSE,2016,FALSE,FALSE,FALSE,2.6,fordham,139.8
2014-15,A-10,10,21,0.323,4,14,0.222,-2.15,2.72,65,69.2,30,30,30,0,20,Tom Pecora,FALSE,2015,FALSE,FALSE,FALSE,-4.2,fordham,134.2
2013-14,A-10,10,21,0.323,2,14,0.125,-3.16,3.14,71.7,78,30,30,30,0,20,Tom Pecora,FALSE,2014,FALSE,FALSE,FALSE,-6.3,fordham,149.7
2012-13,A-10,7,24,0.226,3,13,0.188,-6.9,4.59,64.4,75.9,30,30,30,0,20,Tom Pecora,FALSE,2013,FALSE,FALSE,FALSE,-11.5,fordham,140.3
2011-12,A-10,10,19,0.345,3,13,0.188,-7.63,1.92,62,71.5,30,30,30,0,20,Tom Pecora,FALSE,2012,FALSE,FALSE,FALSE,-9.5,fordham,133.5
2010-11,A-10,7,21,0.25,1,15,0.063,-8.77,1.01,64.1,73.9,30,30,30,0,20,Tom Pecora,FALSE,2011,FALSE,FALSE,FALSE,-9.8,fordham,138
2009-10,A-10,2,26,0.071,0,16,0,-13.18,2.08,64,79.3,30,30,30,0,20,Dereck Whittenburg,FALSE,2010,FALSE,FALSE,FALSE,-15.3,fordham,143.3
2008-09,A-10,3,25,0.107,1,15,0.063,-14.14,1.08,61.4,76.6,30,30,30,0,20,Dereck Whittenburg,FALSE,2009,FALSE,FALSE,FALSE,-15.2,fordham,138
2007-08,A-10,12,17,0.414,6,10,0.375,-0.16,4.32,64.8,67.1,30,30,30,0,20,Dereck Whittenburg,FALSE,2008,FALSE,FALSE,FALSE,-2.3,fordham,131.9
2006-07,A-10,18,12,0.6,10,6,0.625,1.21,-0.1,65.5,64.2,30,30,30,0,20,Dereck Whittenburg,FALSE,2007,FALSE,FALSE,FALSE,1.3,fordham,129.7
2005-06,A-10,16,16,0.5,9,7,0.563,1.58,1.24,67.8,67.4,30,30,30,0,20,Dereck Whittenburg,FALSE,2006,FALSE,FALSE,FALSE,0.4,fordham,135.2
2004-05,A-10,13,16,0.448,8,8,0.5,-1.79,-0.34,63.1,64.5,30,30,30,0,20,Dereck Whittenburg,FALSE,2005,FALSE,FALSE,FALSE,-1.4,fordham,127.6
2003-04,A-10,6,22,0.214,3,13,0.188,-8.22,3.89,62,74.1,30,30,30,0,20,Dereck Whittenburg,FALSE,2004,FALSE,FALSE,FALSE,-12.1,fordham,136.1
2002-03,A-10,2,26,0.071,1,15,0.063,-9.48,4.03,64.6,78.1,30,30,30,0,20,Bob Hill,FALSE,2003,FALSE,FALSE,FALSE,-13.5,fordham,142.7
2001-02,A-10,8,20,0.286,4,12,0.25,-4.35,3.47,70.7,78.5,30,30,30,0,20,Bob Hill,FALSE,2002,FALSE,FALSE,FALSE,-7.8,fordham,149.2
2000-01,A-10,12,17,0.414,4,12,0.25,0.6,5.32,74.1,78.9,30,30,30,0,20,Bob Hill,FALSE,2001,FALSE,FALSE,FALSE,-4.8,fordham,153
2015-16,MWC,25,10,0.714,13,5,0.722,5.27,2.24,75.1,70.7,30,30,30,1,14,Rodney Terry,TRUE,2016,FALSE,FALSE,FALSE,4.4,fresno-state,145.8
2014-15,MWC,15,17,0.469,10,8,0.556,-2.23,1.3,65.2,66.3,30,30,30,0,20,Rodney Terry,FALSE,2015,FALSE,FALSE,FALSE,-1.1,fresno-state,131.5
2013-14,MWC,21,18,0.538,9,9,0.5,3.59,3.75,72.7,70.5,30,30,30,0,20,Rodney Terry,FALSE,2014,FALSE,FALSE,FALSE,2.2,fresno-state,143.2
2012-13,MWC,11,19,0.367,5,11,0.313,3.31,6.56,59.9,61,30,30,30,0,20,Rodney Terry,FALSE,2013,FALSE,FALSE,FALSE,-1.1,fresno-state,120.9
2011-12,WAC,13,20,0.394,3,11,0.214,-0.91,0.77,65.8,66.1,30,30,30,0,20,Rodney Terry,FALSE,2012,FALSE,FALSE,FALSE,-0.3,fresno-state,131.9
2010-11,WAC,14,17,0.452,6,10,0.375,-0.25,0.58,67.6,67.4,30,30,30,0,20,Steve Cleveland,FALSE,2011,FALSE,FALSE,FALSE,0.2,fresno-state,135
2009-10,WAC,15,18,0.455,7,9,0.438,0.14,1.31,66.3,66.9,30,30,30,0,20,Steve Cleveland,FALSE,2010,FALSE,FALSE,FALSE,-0.6,fresno-state,133.2
2008-09,WAC,13,21,0.382,3,13,0.188,-4.11,0.96,67.6,69.8,30,30,30,0,20,Steve Cleveland,FALSE,2009,FALSE,FALSE,FALSE,-2.2,fresno-state,137.4
2007-08,WAC,13,19,0.406,5,11,0.313,-2.99,-0.91,68.8,69.3,30,30,30,0,20,Steve Cleveland,FALSE,2008,FALSE,FALSE,FALSE,-0.5,fresno-state,138.1
2006-07,WAC,22,10,0.688,10,6,0.625,4.47,-0.14,71.3,66.2,30,30,30,0,20,Steve Cleveland,FALSE,2007,FALSE,FALSE,FALSE,5.1,fresno-state,137.5
2005-06,WAC,15,13,0.536,8,8,0.5,1.73,1.59,73.8,73.7,30,30,30,0,20,Steve Cleveland,FALSE,2006,FALSE,FALSE,FALSE,0.1,fresno-state,147.5
2004-05,WAC,16,14,0.533,9,9,0.5,1.14,0.31,71.4,70.3,30,30,30,0,20,Ray Lopes,FALSE,2005,FALSE,FALSE,FALSE,1.1,fresno-state,141.7
2003-04,WAC,14,15,0.483,10,8,0.556,5.75,5.11,62.8,61.8,30,30,30,0,20,Ray Lopes,FALSE,2004,FALSE,FALSE,FALSE,1,fresno-state,124.6
2002-03,WAC,20,8,0.714,13,5,0.722,5.29,0.44,71.6,66.8,30,30,30,0,20,Ray Lopes,FALSE,2003,FALSE,FALSE,FALSE,4.8,fresno-state,138.4
2001-02,WAC,19,15,0.559,9,9,0.5,6.78,5.2,73,70.3,30,21,30,0,20,Jerry Tarkanian,FALSE,2002,FALSE,TRUE,FALSE,2.7,fresno-state,143.3
2000-01,WAC,26,7,0.788,13,3,0.813,15.66,5.14,81.5,71,30,19,30,2,9,Jerry Tarkanian,TRUE,2001,FALSE,TRUE,FALSE,10.5,fresno-state,152.5
2015-16,Southern,19,16,0.543,11,7,0.611,-2.83,-4.2,71.1,66.7,30,30,30,0,20,Niko Medved,FALSE,2016,FALSE,FALSE,FALSE,4.4,furman,137.8
2014-15,Southern,11,22,0.333,5,13,0.278,-10.55,-3.46,63.6,68,30,30,30,0,20,Niko Medved,FALSE,2015,FALSE,FALSE,FALSE,-4.4,furman,131.6
2013-14,Southern,9,21,0.3,3,13,0.188,-17.44,-7.4,65.2,73.2,30,30,30,0,20,Niko Medved,FALSE,2014,FALSE,FALSE,FALSE,-8,furman,138.4
2012-13,Southern,7,24,0.226,3,15,0.167,-17.46,-5.29,60.3,70.3,30,30,30,0,20,Jeff Jackson,FALSE,2013,FALSE,FALSE,FALSE,-10,furman,130.6
2011-12,Southern,15,16,0.484,8,10,0.444,-6.04,-3.9,64.7,65.2,30,30,30,0,20,Jeff Jackson,FALSE,2012,FALSE,FALSE,FALSE,-0.5,furman,129.9
2010-11,Southern,22,11,0.667,12,6,0.667,-0.36,-3.65,68.8,64.4,30,30,30,0,20,Jeff Jackson,FALSE,2011,FALSE,FALSE,FALSE,4.4,furman,133.2
2009-10,Southern,13,17,0.433,7,11,0.389,-7.01,-4.83,68.4,68.6,30,30,30,0,20,Jeff Jackson,FALSE,2010,FALSE,FALSE,FALSE,-0.2,furman,137
2008-09,Southern,6,24,0.2,4,16,0.2,-16.07,-4.62,61,71,30,30,30,0,20,Jeff Jackson,FALSE,2009,FALSE,FALSE,FALSE,-10,furman,132
2007-08,Southern,7,23,0.233,6,14,0.3,-12.73,-2.39,61.2,71.4,30,30,30,0,20,Jeff Jackson,FALSE,2008,FALSE,FALSE,FALSE,-10.2,furman,132.6
2006-07,Southern,15,16,0.484,8,10,0.444,-4.82,-2.68,67.8,68.6,30,30,30,0,20,Jeff Jackson,FALSE,2007,FALSE,FALSE,FALSE,-0.8,furman,136.4
2005-06,Southern,15,13,0.536,8,7,0.533,-7.56,-6.38,72.2,68.6,30,30,30,0,20,Larry Davis,FALSE,2006,FALSE,FALSE,FALSE,3.6,furman,140.8
2004-05,Southern,16,13,0.552,9,7,0.563,-3.96,-3.72,73.1,65.6,30,30,30,0,20,Larry Davis,FALSE,2005,FALSE,FALSE,FALSE,7.5,furman,138.7
2003-04,Southern,17,12,0.586,8,8,0.5,-2.12,-5.81,73.2,66.9,30,30,30,0,20,Larry Davis,FALSE,2004,FALSE,FALSE,FALSE,6.3,furman,140.1
2002-03,Southern,14,17,0.452,8,8,0.5,-7.33,-3.15,66,66.2,30,30,30,0,20,Larry Davis,FALSE,2003,FALSE,FALSE,FALSE,-0.2,furman,132.2
2001-02,Southern,17,14,0.548,7,9,0.438,-1.62,-1.24,69.1,66,30,30,30,0,20,Larry Davis,FALSE,2002,FALSE,FALSE,FALSE,3.1,furman,135.1
2000-01,Southern,10,16,0.385,5,11,0.313,-7.7,-6.02,66.5,66.3,30,30,30,0,20,Larry Davis,FALSE,2001,FALSE,FALSE,FALSE,0.2,furman,132.8
2015-16,Big South,17,16,0.515,10,8,0.556,-6.92,-3.96,75,74.3,30,30,30,0,20,Tim Craft,FALSE,2016,FALSE,FALSE,FALSE,0.7,gardner-webb,149.3
2014-15,Big South,20,15,0.571,10,8,0.556,-5.24,-3.11,74.8,74.1,30,30,30,0,20,Tim Craft,FALSE,2015,FALSE,FALSE,FALSE,0.7,gardner-webb,148.9
2013-14,Big South,18,15,0.545,10,6,0.625,-7.33,-6.9,73.5,70,30,30,30,0,20,Tim Craft,FALSE,2014,FALSE,FALSE,FALSE,3.5,gardner-webb,143.5
2012-13,Big South,21,13,0.618,11,5,0.688,-3.22,-5.93,65.8,60.8,30,30,30,0,20,Chris Holtmann,FALSE,2013,FALSE,FALSE,FALSE,5,gardner-webb,126.6
2011-12,Big South,12,20,0.375,6,12,0.333,-7.99,-4.82,65.7,66.8,30,30,30,0,20,Chris Holtmann,FALSE,2012,FALSE,FALSE,FALSE,-1.1,gardner-webb,132.5
2010-11,Big South,11,21,0.344,6,12,0.333,-9.22,-2.72,62,66.5,30,30,30,0,20,Chris Holtmann,FALSE,2011,FALSE,FALSE,FALSE,-4.5,gardner-webb,128.5
2009-10,Big South,8,21,0.276,5,13,0.278,-20.32,-5.61,69.1,77.8,30,30,30,0,20,Rick Scruggs,FALSE,2010,FALSE,FALSE,FALSE,-8.7,gardner-webb,146.9
2008-09,Big South,13,17,0.433,9,9,0.5,-8.32,-5.04,74,74.8,30,30,30,0,20,Rick Scruggs,FALSE,2009,FALSE,FALSE,FALSE,-0.8,gardner-webb,148.8
2007-08,A-Sun,16,16,0.5,9,7,0.563,-4.01,-3.66,77,75.5,30,30,30,0,20,Rick Scruggs,FALSE,2008,FALSE,FALSE,FALSE,1.5,gardner-webb,152.5
2006-07,A-Sun,9,21,0.3,7,11,0.389,-13.11,-0.95,63.4,72.1,30,30,30,0,20,Rick Scruggs,FALSE,2007,FALSE,FALSE,FALSE,-8.7,gardner-webb,135.5
2005-06,A-Sun,17,12,0.586,13,7,0.65,-10.55,-6.71,69,71.5,30,30,30,0,20,Rick Scruggs,FALSE,2006,FALSE,FALSE,FALSE,-2.5,gardner-webb,140.5
2004-05,A-Sun,18,12,0.6,13,7,0.65,-5.88,-8.1,72.4,68.5,30,30,30,0,20,Rick Scruggs,FALSE,2005,FALSE,FALSE,FALSE,3.9,gardner-webb,140.9
2003-04,A-Sun,9,20,0.31,6,14,0.3,-11.42,-4.05,67.7,73.2,30,30,30,0,20,Rick Scruggs,FALSE,2004,FALSE,FALSE,FALSE,-5.5,gardner-webb,140.9
2002-03,A-Sun,5,24,0.172,2,14,0.125,-11.04,-3.36,67.7,74.9,30,30,30,0,20,Rick Scruggs,FALSE,2003,FALSE,FALSE,FALSE,-7.2,gardner-webb,142.6
2015-16,A-10,11,21,0.344,5,13,0.278,-1.79,3.62,66.9,72.3,30,30,30,0,20,Dave Paulsen,FALSE,2016,FALSE,FALSE,FALSE,-5.4,george-mason,139.2
2014-15,A-10,9,22,0.29,4,14,0.222,-1.43,4.6,64.4,69.3,30,30,30,0,20,Paul Hewitt,FALSE,2015,FALSE,FALSE,FALSE,-4.9,george-mason,133.7
2013-14,A-10,11,20,0.355,5,12,0.294,2.03,4.58,69.5,72,30,30,30,0,20,Paul Hewitt,FALSE,2014,FALSE,FALSE,FALSE,-2.5,george-mason,141.5
2012-13,CAA,22,16,0.579,10,8,0.556,2.01,-0.17,68.1,65.9,30,30,30,0,20,Paul Hewitt,FALSE,2013,FALSE,FALSE,FALSE,2.2,george-mason,134
2011-12,CAA,24,9,0.727,14,4,0.778,3.81,-1.67,70.4,64.9,30,30,30,0,20,Paul Hewitt,FALSE,2012,FALSE,FALSE,FALSE,5.5,george-mason,135.3
2010-11,CAA,27,7,0.794,16,2,0.889,11.66,1.37,72.8,62.5,30,30,30,3,8,Jim Larranaga,TRUE,2011,FALSE,FALSE,FALSE,10.3,george-mason,135.3
2009-10,CAA,17,15,0.531,12,6,0.667,-0.44,0.06,67,67.5,30,30,30,0,20,Jim Larranaga,FALSE,2010,FALSE,FALSE,FALSE,-0.5,george-mason,134.5
2008-09,CAA,22,11,0.667,13,5,0.722,3.78,-1.98,66.3,60.6,30,30,30,0,20,Jim Larranaga,FALSE,2009,FALSE,FALSE,FALSE,5.7,george-mason,126.9
2007-08,CAA,23,11,0.676,12,6,0.667,6.07,-0.75,69.3,62.5,30,30,30,1,12,Jim Larranaga,TRUE,2008,FALSE,FALSE,FALSE,6.8,george-mason,131.8
2006-07,CAA,18,15,0.545,9,9,0.5,4.16,-0.05,63.3,59.1,30,30,30,0,20,Jim Larranaga,FALSE,2007,FALSE,FALSE,FALSE,4.2,george-mason,122.4
2005-06,CAA,27,8,0.771,15,3,0.833,12.11,2.77,69.4,60.1,30,30,30,7,11,Jim Larranaga,TRUE,2006,FALSE,FALSE,FALSE,9.3,george-mason,129.5
2004-05,CAA,16,13,0.552,10,8,0.556,0.93,-2.83,73.3,69.6,30,30,30,0,20,Jim Larranaga,FALSE,2005,FALSE,FALSE,FALSE,3.7,george-mason,142.9
2003-04,CAA,23,10,0.697,12,6,0.667,4.01,0.37,71.6,68,30,30,30,0,20,Jim Larranaga,FALSE,2004,FALSE,FALSE,FALSE,3.6,george-mason,139.6
2002-03,CAA,16,12,0.571,11,7,0.611,2.27,-1.3,64.1,60.5,30,30,30,0,20,Jim Larranaga,FALSE,2003,FALSE,FALSE,FALSE,3.6,george-mason,124.6
2001-02,CAA,19,10,0.655,13,5,0.722,0.81,-2.3,69.8,66.7,30,30,30,0,20,Jim Larranaga,FALSE,2002,FALSE,FALSE,FALSE,3.1,george-mason,136.5
2000-01,CAA,18,12,0.6,11,5,0.688,5.12,-0.35,70.9,65.4,30,30,30,1,14,Jim Larranaga,TRUE,2001,FALSE,FALSE,FALSE,5.5,george-mason,136.3
2015-16,A-10,28,10,0.737,11,7,0.611,11.43,4.24,75.7,68.5,30,20,30,0,20,Mike Lonergan,FALSE,2016,FALSE,TRUE,FALSE,7.2,george-washington,144.2
2014-15,A-10,22,13,0.629,10,8,0.556,8.07,2.79,67.3,62,30,30,30,0,20,Mike Lonergan,FALSE,2015,FALSE,FALSE,FALSE,5.3,george-washington,129.3
2013-14,A-10,24,9,0.727,11,5,0.688,10.6,4.42,73.2,67,30,30,30,2,9,Mike Lonergan,TRUE,2014,FALSE,FALSE,FALSE,6.2,george-washington,140.2
2012-13,A-10,13,17,0.433,7,9,0.438,4.22,3.49,66.3,65.5,30,30,30,0,20,Mike Lonergan,FALSE,2013,FALSE,FALSE,FALSE,0.8,george-washington,131.8
2011-12,A-10,10,21,0.323,5,11,0.313,-0.63,4.15,62,66.7,30,30,30,0,20,Mike Lonergan,FALSE,2012,FALSE,FALSE,FALSE,-4.7,george-washington,128.7
2010-11,A-10,17,14,0.548,10,6,0.625,-0.1,0.36,64.9,65.3,30,30,30,0,20,Karl Hobbs,FALSE,2011,FALSE,FALSE,FALSE,-0.4,george-washington,130.2
2009-10,A-10,16,15,0.516,6,10,0.375,3.12,0.96,70.3,68.2,30,30,30,0,20,Karl Hobbs,FALSE,2010,FALSE,FALSE,FALSE,2.1,george-washington,138.5
2008-09,A-10,10,18,0.357,4,12,0.25,-2.08,0.31,66.2,68.6,30,30,30,0,20,Karl Hobbs,FALSE,2009,FALSE,FALSE,FALSE,-2.4,george-washington,134.8
2007-08,A-10,9,17,0.346,5,11,0.313,-1.7,3.15,63.4,68.3,30,30,30,0,20,Karl Hobbs,FALSE,2008,FALSE,FALSE,FALSE,-4.9,george-washington,131.7
2006-07,A-10,23,9,0.719,11,5,0.688,5.61,0.64,70.2,64.6,30,30,30,1,11,Karl Hobbs,TRUE,2007,FALSE,FALSE,FALSE,5.6,george-washington,134.8
2005-06,A-10,27,3,0.9,16,0,1,9.63,-0.33,78.7,67.5,21,6,14,2,8,Karl Hobbs,TRUE,2006,TRUE,TRUE,TRUE,11.2,george-washington,146.2
2004-05,A-10,22,8,0.733,11,5,0.688,10.62,1.05,76.9,67.4,30,19,30,1,12,Karl Hobbs,TRUE,2005,FALSE,TRUE,FALSE,9.5,george-washington,144.3
2003-04,A-10,18,12,0.6,11,5,0.688,9.06,4.12,75,70.1,30,30,30,0,20,Karl Hobbs,FALSE,2004,FALSE,FALSE,FALSE,4.9,george-washington,145.1
2002-03,A-10,12,17,0.414,5,11,0.313,2.82,3.34,71.4,71.9,30,30,30,0,20,Karl Hobbs,FALSE,2003,FALSE,FALSE,FALSE,-0.5,george-washington,143.3
2001-02,A-10,12,16,0.429,5,11,0.313,-2.22,3.5,69.5,75.2,30,30,30,0,20,Karl Hobbs,FALSE,2002,FALSE,FALSE,FALSE,-5.7,george-washington,144.7
2000-01,A-10,14,18,0.438,6,10,0.375,8.37,6.3,77.2,75.1,30,30,30,0,20,Tommy Penders,FALSE,2001,FALSE,FALSE,FALSE,2.1,george-washington,152.3
2015-16,Big East,15,18,0.455,7,11,0.389,10.31,8.49,73.6,71.8,30,30,30,0,20,John Thompson,FALSE,2016,FALSE,FALSE,FALSE,1.8,georgetown,145.4
2014-15,Big East,22,11,0.667,12,6,0.667,15.48,9.81,70.9,65.2,30,21,22,3,4,John Thompson,TRUE,2015,FALSE,TRUE,TRUE,5.7,georgetown,136.1
2013-14,Big East,18,15,0.545,8,10,0.444,10.96,8.27,71,68.3,30,30,30,0,20,John Thompson,FALSE,2014,FALSE,FALSE,FALSE,2.7,georgetown,139.3
2012-13,Big East,25,7,0.781,14,4,0.778,15.84,7.59,64.7,56.4,30,5,8,2,2,John Thompson,TRUE,2013,FALSE,TRUE,TRUE,8.3,georgetown,121.1
2011-12,Big East,24,9,0.727,12,6,0.667,16.81,7.69,69,59.4,30,9,15,3,3,John Thompson,TRUE,2012,FALSE,TRUE,TRUE,9.6,georgetown,128.4
2010-11,Big East,21,11,0.656,10,8,0.556,14.61,10.39,70.6,66.3,20,9,30,2,6,John Thompson,TRUE,2011,TRUE,TRUE,FALSE,4.3,georgetown,136.9
2009-10,Big East,23,11,0.676,10,8,0.556,17.03,9.56,73.5,66.1,20,7,14,1,3,John Thompson,TRUE,2010,TRUE,TRUE,TRUE,7.4,georgetown,139.6
2008-09,Big East,16,15,0.516,7,11,0.389,14.39,8.97,69.3,63.9,22,9,30,0,20,John Thompson,FALSE,2009,TRUE,TRUE,FALSE,5.4,georgetown,133.2
2007-08,Big East,28,6,0.824,15,3,0.833,18.73,7.23,69.6,58.1,5,5,8,2,2,John Thompson,TRUE,2008,TRUE,TRUE,TRUE,11.5,georgetown,127.7
2006-07,Big East,30,7,0.811,13,3,0.813,19.62,9.48,69.1,58,8,8,8,7,2,John Thompson,TRUE,2007,TRUE,TRUE,TRUE,11.1,georgetown,127.1
2005-06,Big East,23,10,0.697,10,6,0.625,13.98,6.92,66,58.9,30,15,23,4,7,John Thompson,TRUE,2006,FALSE,TRUE,TRUE,7.1,georgetown,124.9
2004-05,Big East,19,13,0.594,8,8,0.5,9.86,6.54,64.4,61.1,30,30,30,0,20,John Thompson,FALSE,2005,FALSE,FALSE,FALSE,3.3,georgetown,125.5
2003-04,Big East,13,15,0.464,4,12,0.25,4.55,3.3,67.3,66,30,30,30,0,20,Craig Esherick,FALSE,2004,FALSE,FALSE,FALSE,1.3,georgetown,133.3
2002-03,Big East,19,15,0.559,6,10,0.375,12.86,6.27,76,69.4,30,30,30,0,20,Craig Esherick,FALSE,2003,FALSE,FALSE,FALSE,6.6,georgetown,145.4
2001-02,Big East,19,11,0.633,9,7,0.563,13.18,4.22,81.1,70.4,14,14,30,0,20,Craig Esherick,FALSE,2002,TRUE,TRUE,FALSE,10.7,georgetown,151.5
2000-01,Big East,25,8,0.758,10,6,0.625,12.07,1.58,78,67.5,30,9,21,4,10,Craig Esherick,TRUE,2001,FALSE,TRUE,TRUE,10.5,georgetown,145.5
2015-16,SEC,20,14,0.588,10,8,0.556,9.41,8.47,70.6,69.7,30,30,30,0,20,Mark Fox,FALSE,2016,FALSE,FALSE,FALSE,0.9,georgia,140.3
2014-15,SEC,21,12,0.636,11,7,0.611,12.42,8.6,68.2,64.4,30,30,30,2,10,Mark Fox,TRUE,2015,FALSE,FALSE,FALSE,3.8,georgia,132.6
2013-14,SEC,20,14,0.588,12,6,0.667,7.9,5.78,68.9,66.8,30,30,30,0,20,Mark Fox,FALSE,2014,FALSE,FALSE,FALSE,2.1,georgia,135.7
2012-13,SEC,15,17,0.469,9,9,0.5,5.31,6.09,60.8,61.6,30,30,30,0,20,Mark Fox,FALSE,2013,FALSE,FALSE,FALSE,-0.8,georgia,122.4
2011-12,SEC,15,17,0.469,5,11,0.313,5.92,7.95,60.9,63,30,30,30,0,20,Mark Fox,FALSE,2012,FALSE,FALSE,FALSE,-2.1,georgia,123.9
2010-11,SEC,21,12,0.636,9,7,0.563,10.43,6.13,68.7,64.4,30,24,30,2,10,Mark Fox,TRUE,2011,FALSE,TRUE,FALSE,4.3,georgia,133.1
2009-10,SEC,14,17,0.452,5,11,0.313,7.33,8.04,68.6,69.4,30,30,30,0,20,Mark Fox,FALSE,2010,FALSE,FALSE,FALSE,-0.8,georgia,138
2008-09,SEC,12,20,0.375,3,13,0.188,-1.81,5.5,64.9,69.9,30,30,30,0,20,Dennis Felton,FALSE,2009,FALSE,FALSE,FALSE,-5,georgia,134.8
2007-08,SEC,17,17,0.5,4,12,0.25,7.24,7.03,68.1,67.4,30,30,30,1,14,Dennis Felton,TRUE,2008,FALSE,FALSE,FALSE,0.7,georgia,135.5
2006-07,SEC,19,14,0.576,8,8,0.5,13.47,8.38,75.1,69.1,30,30,30,0,20,Dennis Felton,FALSE,2007,FALSE,FALSE,FALSE,6,georgia,144.2
2005-06,SEC,15,15,0.5,5,11,0.313,5.05,5.65,70.3,70.9,30,30,30,0,20,Dennis Felton,FALSE,2006,FALSE,FALSE,FALSE,-0.6,georgia,141.2
2004-05,SEC,8,20,0.286,2,14,0.125,-1.22,6.46,60.1,67.8,30,30,30,0,20,Dennis Felton,FALSE,2005,FALSE,FALSE,FALSE,-7.7,georgia,127.9
2003-04,SEC,16,14,0.533,7,9,0.438,8.93,8.17,66.5,65.7,30,30,30,0,20,Dennis Felton,FALSE,2004,FALSE,FALSE,FALSE,0.8,georgia,132.2
2002-03,SEC,19,8,0.704,11,5,0.688,17.3,11.3,79.2,73.2,16,15,25,0,20,Jim Harrick,FALSE,2003,TRUE,TRUE,TRUE,6,georgia,152.4
2001-02,SEC,22,10,0.688,10,6,0.625,14.68,9.24,76.4,71,30,15,23,0,3,Jim Harrick,TRUE,2002,FALSE,TRUE,TRUE,5.4,georgia,147.4
2000-01,SEC,16,15,0.516,9,7,0.563,12.67,12.71,72.8,72.8,30,25,30,1,8,Jim Harrick,TRUE,2001,FALSE,TRUE,FALSE,0,georgia,145.6
2015-16,Sun Belt,14,17,0.452,10,10,0.5,-5.65,-3.14,75.9,74.4,30,30,30,0,20,Mark Byington,FALSE,2016,FALSE,FALSE,FALSE,1.5,georgia-southern,150.3
2014-15,Sun Belt,22,9,0.71,14,6,0.7,-0.4,-4.72,68.1,60.2,30,30,30,0,20,Mark Byington,FALSE,2015,FALSE,FALSE,FALSE,7.9,georgia-southern,128.3
2013-14,Southern,15,19,0.441,6,10,0.375,-11.44,-8.6,70.8,70.4,30,30,30,0,20,Mark Byington,FALSE,2014,FALSE,FALSE,FALSE,0.4,georgia-southern,141.2
2012-13,Southern,14,19,0.424,7,11,0.389,-9.67,-5.02,62.1,65.1,30,30,30,0,20,Charlton Young,FALSE,2013,FALSE,FALSE,FALSE,-3,georgia-southern,127.2
2011-12,Southern,15,15,0.5,12,6,0.667,-6.7,-3.78,66.7,67.8,30,30,30,0,20,Charlton Young,FALSE,2012,FALSE,FALSE,FALSE,-1.1,georgia-southern,134.5
2010-11,Southern,5,27,0.156,1,17,0.056,-15.88,-3.13,65.3,75.7,30,30,30,0,20,Charlton Young,FALSE,2011,FALSE,FALSE,FALSE,-10.4,georgia-southern,141
2009-10,Southern,9,23,0.281,6,12,0.333,-12.57,-1.67,70.6,79,30,30,30,0,20,Charlton Young,FALSE,2010,FALSE,FALSE,FALSE,-8.4,georgia-southern,149.6
2008-09,Southern,8,22,0.267,5,15,0.25,-13.5,-3.7,70.5,78.8,30,30,30,0,20,Jeff Price,FALSE,2009,FALSE,FALSE,FALSE,-8.3,georgia-southern,149.3
2007-08,Southern,20,12,0.625,13,7,0.65,-0.07,-2.17,75,71.4,30,30,30,0,20,Jeff Price,FALSE,2008,FALSE,FALSE,FALSE,3.6,georgia-southern,146.4
2006-07,Southern,15,16,0.484,7,11,0.389,-6.9,-2.71,69.2,68.3,30,30,30,0,20,Jeff Price,FALSE,2007,FALSE,FALSE,FALSE,0.9,georgia-southern,137.5
2005-06,Southern,20,10,0.667,11,4,0.733,-3.12,-5.8,77.5,72.7,30,30,30,0,20,Jeff Price,FALSE,2006,FALSE,FALSE,FALSE,4.8,georgia-southern,150.2
2004-05,Southern,18,13,0.581,10,6,0.625,-2.32,-5.32,80.8,75.2,30,30,30,0,20,Jeff Price,FALSE,2005,FALSE,FALSE,FALSE,5.6,georgia-southern,156
2003-04,Southern,21,8,0.724,11,5,0.688,-1.2,-6.93,80.6,71.2,30,30,30,0,20,Jeff Price,FALSE,2004,FALSE,FALSE,FALSE,9.4,georgia-southern,151.8
2002-03,Southern,16,13,0.552,8,8,0.5,-7.77,-5.61,76.8,76.1,30,30,30,0,20,Jeff Price,FALSE,2003,FALSE,FALSE,FALSE,0.7,georgia-southern,152.9
